,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Current Accrued Expenses,225000000.0,267000000.0,279000000.0,194000000.0,
Interest Payable,17000000.0,16000000.0,10000000.0,10000000.0,
Payables,445000000.0,580000000.0,668000000.0,684000000.0,
Other Payable,,,,20000000.0,
Total Tax Payable,93000000.0,105000000.0,113000000.0,172000000.0,
Income Tax Payable,64000000.0,73000000.0,52000000.0,126000000.0,
Accounts Payable,352000000.0,475000000.0,555000000.0,512000000.0,
Total Assets,6689000000.0,7295000000.0,7480000000.0,7481000000.0,
Total Non Current Assets,5081000000.0,5425000000.0,5589000000.0,5935000000.0,
Other Non Current Assets,212000000.0,226000000.0,250000000.0,178000000.0,
Non Current Deferred Assets,352000000.0,296000000.0,240000000.0,278000000.0,
Non Current Deferred Taxes Assets,352000000.0,296000000.0,240000000.0,278000000.0,
Goodwill And Other Intangible Assets,2500000000.0,3021000000.0,3265000000.0,3490000000.0,
Other Intangible Assets,1394000000.0,1728000000.0,1847000000.0,1992000000.0,
Goodwill,1106000000.0,1293000000.0,1418000000.0,1498000000.0,
Net PPE,2017000000.0,1882000000.0,1834000000.0,1989000000.0,
Accumulated Depreciation,-726000000.0,-784000000.0,-790000000.0,-1271000000.0,
Gross PPE,2743000000.0,2666000000.0,2624000000.0,3260000000.0,
Leases,535000000.0,577000000.0,575000000.0,737000000.0,
Construction In Progress,82000000.0,90000000.0,66000000.0,47000000.0,
Other Properties,1593000000.0,1480000000.0,1486000000.0,1696000000.0,
Machinery Furniture Equipment,466000000.0,453000000.0,430000000.0,709000000.0,
Buildings And Improvements,49000000.0,48000000.0,48000000.0,51000000.0,
Land And Improvements,18000000.0,18000000.0,19000000.0,20000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1608000000.0,1870000000.0,1891000000.0,1546000000.0,
Other Current Assets,56000000.0,48000000.0,61000000.0,36000000.0,
Prepaid Assets,109000000.0,127000000.0,101000000.0,144000000.0,
Inventory,862000000.0,1057000000.0,1096000000.0,736000000.0,
Receivables,382000000.0,389000000.0,464000000.0,398000000.0,
Receivables Adjustments Allowances,-47000000.0,-57000000.0,-44000000.0,-59000000.0,
Other Receivables,27000000.0,24000000.0,34000000.0,33000000.0,
Accrued Interest Receivable,42000000.0,10000000.0,13000000.0,12000000.0,
Accounts Receivable,360000000.0,412000000.0,461000000.0,412000000.0,
Gross Accounts Receivable,,412000000.0,461000000.0,412000000.0,432000000.0
Cash Cash Equivalents And Short Term Investments,199000000.0,249000000.0,169000000.0,232000000.0,
Cash And Cash Equivalents,199000000.0,249000000.0,169000000.0,232000000.0,
